Inning,AtBat,PitcherName,BatterName,Result,PitchVelo,BatterTimeToFirst,BatterTop,ExitVelo,LaunchAng,ActualDistance,BaserunnerMaxSpeed,BaserunnerInitial,BaserunnerSecondary,BaserunnerFinal,IsEventPlayer,EventPlayerName,FielderProbability,FielderRouteEfficiency,FielderMove,FielderReaction,FielderReactionAngle,FielderTransfer,FielderThrow,FielderThrowDistance,FielderMaxSpeed
1,10,Tucker Biven,Caleb Daniel,Foul Ball,92.9898,,,,,,,14.9072,16.2303,18.4594,False,,,,,,,,,,
1,10,Tucker Biven,Caleb Daniel,Ball,81.0197,,,,,,,14.6659,15.8727,18.5421,True,Mowry Collin,,,,,,,,,
1,10,Tucker Biven,Caleb Daniel,Foul Ball,78.2725,,2.3841,,,,3.7631,14.7123,16.0246,18.2012,False,,,,,,,,,,
1,10,Tucker Biven,Caleb Daniel,In Play Ground Out,93.8702,4.356,18.8015,75.3775,-3.7023,23.1597,17.121,15.3018,19.4284,21.711,True,Alicea Alex,,97.52,12.9155,0.726,6.2175,1.353,66.874,100.8684,9.6774
2,11,Jaylen Paden,Tague Davis,Foul Ball,94.0669,,,,,,,,,,False,,,,,,,,,,
2,11,Jaylen Paden,Tague Davis,Ball,92.1694,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,11,Jaylen Paden,Tague Davis,Ball,82.1209,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,11,Jaylen Paden,Tague Davis,Strike Swinging,82.9581,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,11,Jaylen Paden,Tague Davis,Ball,83.5948,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,11,Jaylen Paden,Tague Davis,Strike Swinging Strike Out Swinging,93.5119,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,12,Jaylen Paden,Michael Lippe,Ball,83.0113,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,12,Jaylen Paden,Michael Lippe,Foul Ball,93.1982,,,,,,,,,,False,,,,,,,,,,
2,12,Jaylen Paden,Michael Lippe,Foul Ball,92.8342,,,,,,,,,,False,,,,,,,,,,
2,12,Jaylen Paden,Michael Lippe,Ball,85.4849,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,12,Jaylen Paden,Michael Lippe,Ball,83.4821,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,12,Jaylen Paden,Michael Lippe,Strike Looking Strike Out Looking,94.5117,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,13,Jaylen Paden,Kamau Neighbors,Ball,93.372,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,13,Jaylen Paden,Kamau Neighbors,Strike Looking,82.1188,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,13,Jaylen Paden,Kamau Neighbors,Ball,92.688,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,13,Jaylen Paden,Kamau Neighbors,Ball,82.3132,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,13,Jaylen Paden,Kamau Neighbors,Strike Looking,93.0994,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
2,13,Jaylen Paden,Kamau Neighbors,In Play Ground Out,93.5538,4.26,19.0319,80.2279,7.8176,131.5875,,,,,True,Lodise Kyle,,99.08,19.5452,0.792,6.3044,0.792,60.9905,117.138,11.4275
2,14,Tucker Biven,Vahn Lackey,Strike Looking,91.9516,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,14,Tucker Biven,Vahn Lackey,Ball,82.4392,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,14,Tucker Biven,Vahn Lackey,Ball,82.1279,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,14,Tucker Biven,Vahn Lackey,Strike Swinging,91.4023,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,14,Tucker Biven,Vahn Lackey,Ball,93.3097,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,14,Tucker Biven,Vahn Lackey,In Play Fly Out,92.4771,,17.1582,82.3907,24.9066,283.5935,,,,,True,Lippe Michael,99.79,74.08,18.6864,1.254,16.4367,,,,6.6182
2,15,Tucker Biven,Will Baker,Ball,91.3828,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,15,Tucker Biven,Will Baker,Ball,86.3381,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,15,Tucker Biven,Will Baker,In Play Ground Out,91.9883,,14.2527,65.2589,-27.5873,7.4519,,,,,True,Davis Tague,,62.58,5.9253,1.65,29.5063,,,,9.5665
2,16,Tucker Biven,Carson Kerce,Strike Looking,91.1814,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,16,Tucker Biven,Carson Kerce,Ball,82.6676,,,,,,,,,,True,Mowry Collin,,,,,,,,,
2,16,Tucker Biven,Carson Kerce,In Play Fly Out,83.4028,5.224,15.5846,95.9447,53.3602,164.8598,,,,,True,Neighbors Kamau,,57.56,25.5933,0.99,40.9253,,,,8.4886
3,17,Jaylen Paden,Collin Mowry,In Play Ground Out,93.5874,4.589,18.8962,70.6457,-36.8809,4.1763,,,,,True,Baker Will,,98.47,27.3045,1.188,12.2987,0.891,59.9529,47.1502,14.111
3,18,Jaylen Paden,Lucas Moore,Ball,82.1013,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
3,18,Jaylen Paden,Lucas Moore,In Play Fly Out,91.5813,4.505,18.1243,88.356,60.9153,203.3309,,,,,True,Daniel Caleb,99.51,98.71,84.514,1.188,17.362,,,,16.8653
3,19,Jaylen Paden,Alex Alicea,HitByPitch Hit By Pitch,83.6906,,,,,,,,,,False,,,,,,,,,,
3,20,Jaylen Paden,Zion Rose,Ball,83.4446,,,,,,,13.1737,15.8162,18.5095,True,Lackey Vahn,,,,,,,,,
3,20,Jaylen Paden,Zion Rose,Ball,92.2085,,,,,,,13.3211,15.9854,18.604,True,Lackey Vahn,,,,,,,,,
3,20,Jaylen Paden,Zion Rose,Foul Ball,92.8501,,,,,,,12.7795,17.1767,19.581,False,,,,,,,,,,
3,20,Jaylen Paden,Zion Rose,In Play Ground Out,93.3542,4.32,20.3485,99.3616,-0.948,41.5244,18.1838,11.9814,20.5101,29.0873,True,Paden Jaylen,,,,,,0.561,70.9551,57.6326,14.2241
3,21,Tucker Biven,Drew Rogers,Ball,82.8795,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,21,Tucker Biven,Drew Rogers,Strike Swinging,92.1305,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,21,Tucker Biven,Drew Rogers,Foul Ball,92.4143,,,,,,,,,,False,,,,,,,,,,
3,21,Tucker Biven,Drew Rogers,Ball,84.1575,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,21,Tucker Biven,Drew Rogers,Strike Swinging Strike Out Looking,84.3157,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,22,Tucker Biven,Drew Burress,Ball,89.3924,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,22,Tucker Biven,Drew Burress,Ball,91.6399,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,22,Tucker Biven,Drew Burress,In Play Fly Out,90.7352,5.309,16.8777,107.8194,57.2894,172.5518,,,,,True,Alicea Alex,,90.62,58.7747,1.518,21.1412,,,,10.179
3,23,Tucker Biven,Kent Schmidt,Strike Looking,94.1463,,,,,,,,,,True,Mowry Collin,,,,,,,,,
3,23,Tucker Biven,Kent Schmidt,In Play Ground Out,91.3819,4.567,17.0408,,,2.7826,,,,,True,Davis Tague,,88.92,22.7473,1.353,20.7844,,,,8.7058
4,24,Jaylen Paden,Jake Munroe,Foul Ball,92.2771,,,,,,,,,,False,,,,,,,,,,
4,24,Jaylen Paden,Jake Munroe,Ball,92.0639,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,24,Jaylen Paden,Jake Munroe,In Play Ground Out,80.1234,4.619,18.511,40.6558,-27.2453,4.6773,,,,,True,Lodise Kyle,,99.17,24.6942,0.99,0.3569,0.627,75.511,97.289,10.2023
4,25,Jaylen Paden,Eddie King Jr.,Ball,82.779,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,25,Jaylen Paden,Eddie King Jr.,Ball,93.8099,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,25,Jaylen Paden,Eddie King Jr.,Foul Ball,92.9341,,,,,,,,,,False,,,,,,,,,,
4,25,Jaylen Paden,Eddie King Jr.,Strike Swinging,93.604,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,25,Jaylen Paden,Eddie King Jr.,In Play Fly Out,83.9075,4.976,16.5738,102.482,40.6636,321.7828,,,,,True,Burress Drew,99.99,96.15,51.197,0.99,37.1417,,,,10.7897
