Inning,AtBat,PitcherName,BatterName,Result,PitchVelo,BatterTimeToFirst,BatterTop,ExitVelo,LaunchAng,ActualDistance,BaserunnerMaxSpeed,BaserunnerInitial,BaserunnerSecondary,BaserunnerFinal,IsEventPlayer,EventPlayerName,FielderProbability,FielderRouteEfficiency,FielderMove,FielderReaction,FielderReactionAngle,FielderTransfer,FielderThrow,FielderThrowDistance,FielderMaxSpeed
3,34,Davis Wright,John Giesler,In Play Single,76.7889,4.795,17.2471,95.3636,11.3332,190.2797,19.1366,24.0984,26.8638,29.8952,True,Friese Hayden,0.00,96.99,68.4047,1.15,41.5028,1.15,71.3029,125.1415,15.0278
3,35,Davis Wright,Connor Shouse,In Play Fly Out,88.3871,5.402,17.2204,117.9555,55.7,244.9813,16.3253,12.4261,11.6082,14.0301,True,Corn Brayden,99.09,98.13,95.8136,0.95,0.2617,,,,14.0143
4,36,Tate McKee,Trey Spees,Foul Ball,87.4899,,,,,,,,,,False,,,,,,,,,,
4,36,Tate McKee,Trey Spees,Ball,82.9956,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,36,Tate McKee,Trey Spees,Foul Ball,86.5283,,,,,,,,,,False,,,,,,,,,,
4,36,Tate McKee,Trey Spees,Ball,85.6664,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,36,Tate McKee,Trey Spees,Strike Swinging Strike Out Swinging,85.6083,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,37,Tate McKee,Brayden Corn,Ball,93.6859,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,37,Tate McKee,Brayden Corn,Ball,83.7924,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,37,Tate McKee,Brayden Corn,Foul Ball,91.8728,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,37,Tate McKee,Brayden Corn,In Play Fly Out,89.9976,4.842,18.3925,84.9807,29.9072,340.5662,,,,,True,Burress Drew,79.44,93.32,77.6485,1,2.5286,,,,16.3194
4,38,Tate McKee,Hayden Friese,Ball,81.529,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,38,Tate McKee,Hayden Friese,Foul Ball,88.2782,,,,,,,,,,False,,,,,,,,,,
4,38,Tate McKee,Hayden Friese,Foul Ball,84.6643,,,,,,,,,,False,,,,,,,,,,
4,38,Tate McKee,Hayden Friese,Ball,86.3526,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,38,Tate McKee,Hayden Friese,Ball,85.7625,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
4,38,Tate McKee,Hayden Friese,In Play Fly Out,89.0274,,7.0299,98.8169,8.1658,150.7827,,,,,True,Lodise Kyle,,97.80,4.7553,1.3,0.2893,,,,3.4668
4,39,Davis Wright,Kyle Lodise,Ball,85.2078,,,,,,,,,,True,Quarless Noah,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Foul Ball,86.4633,,,,,,,,,,False,,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Ball,75.6274,,,,,,,,,,True,Quarless Noah,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Foul Ball,87.2211,,,,,,,,,,False,,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Foul Ball,85.9849,,,,,,,,,,False,,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Ball,78.2826,,,,,,,,,,True,Quarless Noah,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Foul Ball,84.5346,,,,,,,,,,False,,,,,,,,,,
4,39,Davis Wright,Kyle Lodise,Ball Walk,74.4599,,,,,,,,,,True,Quarless Noah,,,,,,,,,
4,40,Davis Wright,Drew Burress,Foul Ball,88.0402,,,,,,,2.605,5.0468,7.2029,False,,,,,,,,,,
4,40,Davis Wright,Drew Burress,Ball,77.5631,,0.3047,,,,20.0823,12.1611,25.5395,39.3762,True,Quarless Noah,,,,,,0.6,72.799,124.3689,2.1034
4,40,Davis Wright,Drew Burress,Foul Ball,86.2611,,,,,,,16.3993,19.4531,21.5436,False,,,,,,,,,,
4,40,Davis Wright,Drew Burress,Foul Ball,87.1517,,,,,,,16.3207,19.5079,21.7988,False,,,,,,,,,,
4,40,Davis Wright,Drew Burress,Ball,77.0519,,,,,,,16.5228,19.6887,23.2978,True,Quarless Noah,,,,,,,,,
4,40,Davis Wright,Drew Burress,In Play Fly Out,87.3143,6.697,13.7704,96.8226,51.964,284.472,19.3452,16.6579,19.4043,21.7186,True,Smith Elijah,99.99,79.35,43.3699,2.05,4.6648,1.1,86.9834,240.4326,12.1194
4,41,Davis Wright,Kent Schmidt,Strike Looking,85.4555,,,,,,,15.0327,17.7873,19.6889,True,Quarless Noah,,,,,,,,,
4,41,Davis Wright,Kent Schmidt,Foul Ball,88.192,,,,,,,14.475,17.7152,19.9168,False,,,,,,,,,,
4,41,Davis Wright,Kent Schmidt,Foul Ball,88.9015,,,,,,,14.0043,16.8424,18.9526,False,,,,,,,,,,
4,41,Davis Wright,Kent Schmidt,In Play Ground Out,87.7157,4.861,15.7306,92.0129,-20.2935,7.8545,16.2188,13.8047,15.6477,17.2614,True,Turner Trent,,99.56,14.0199,1.05,0.7512,0.8,59.3803,75.7837,7.3456
4,42,Davis Wright,Alex Hernandez,In Play Fly Out,86.42,4.844,19.1896,103.0247,21.8844,355.4982,,,,,True,Corn Brayden,77.02,93.85,53.7096,1.1,30.2348,,,,17.5418
5,43,Tate McKee,Trent Turner,Ball,87.0739,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
5,43,Tate McKee,Trent Turner,In Play Single,91.3773,4.969,16.2234,82.8243,18.1948,222.1752,,,,,True,Daniel Caleb,0.04,94.61,48.3937,0.95,21.8054,1.35,62.062,98.8676,12.6895
5,44,Tate McKee,Jack Spyke,Strike Looking,90.0327,,,,,,,12.3574,16.9925,20.2107,True,Lackey Vahn,,,,,,,,,
5,44,Tate McKee,Jack Spyke,Ball,90.1128,,,,,,,11.7254,16.8259,20.7371,True,Lackey Vahn,,,,,,,,,
5,44,Tate McKee,Jack Spyke,Ball,82.1294,,,,,,,10.9897,14.6656,17.7945,True,Lackey Vahn,,,,,,,,,
5,44,Tate McKee,Jack Spyke,Strike Swinging,89.3443,,0.7057,,,,18.3612,11.6306,20.1631,30.8139,True,Lackey Vahn,,,,,,0.7,69.9483,92.9348,1.5572
5,44,Tate McKee,Jack Spyke,Strike Swinging Strike Out Swinging,83.6012,,,,,,,11.3335,14.5332,17.7122,True,Lackey Vahn,,,,,,,,,
5,45,Tate McKee,Mason Holton,In Play Fly Out,88.6219,4.857,17.9312,108.5827,28.2927,379.4048,11.8233,12.1618,16.6258,19.5396,True,Burress Drew,82.95,93.93,65.8975,1.15,48.508,1.4,73.0957,219.1795,16.0554
5,46,Tate McKee,Wyatt Stanley,Strike Looking,88.9672,,,,,,,14.0004,16.0483,19.4036,True,Lackey Vahn,,,,,,,,,
5,46,Tate McKee,Wyatt Stanley,Ball,85.5492,,,,,,,13.4411,16.1326,20.2259,True,Lackey Vahn,,,,,,,,,
5,46,Tate McKee,Wyatt Stanley,Ball,89.8036,,,,,,,13.6603,16.3355,19.829,True,Lackey Vahn,,,,,,,,,
5,46,Tate McKee,Wyatt Stanley,Ball,85.2161,,,,,,,12.9467,15.2332,18.5908,True,Lackey Vahn,,,,,,,,,
5,46,Tate McKee,Wyatt Stanley,In Play Double,88.3307,4.633,20.034,105.2877,17.6581,245.3797,17.6857,14.0873,16.9165,19.545,True,Shouse Connor,0.00,,98.2789,1,4.8258,1.2,90.0502,182.8235,17.2373
5,47,Tate McKee,Elijah Smith,Ball,83.7253,,,,,,,12.0409,13.9203,16.5376,True,Lackey Vahn,,,,,,,,,
5,47,Tate McKee,Elijah Smith,In Play Double,83.7934,4.462,20.36,83.5374,-14.2437,13.5752,17.034,12.1274,13.5002,16.8178,True,Daniel Caleb,0.00,,99.0359,1.35,9.3431,1.05,82.1761,167.1456,17.1844
5,48,Tate McKee,Noah Quarless,In Play Fly Out,89.37,,2.2864,83.3054,81.7232,80.2067,13.5286,12.889,14.7918,17.2021,True,Hernandez Alex,,94.37,69.8116,1.3,31.9475,,,,13.9246
5,49,Griffin Guinther,Vahn Lackey,Ball,85.159,,,,,,,,,,True,Quarless Noah,,,,,,,,,
5,49,Griffin Guinther,Vahn Lackey,Strike Looking,83.0943,,,,,,,,,,True,Quarless Noah,,,,,,,,,
5,49,Griffin Guinther,Vahn Lackey,Strike Looking,75.9582,,,,,,,,,,True,Quarless Noah,,,,,,,,,
5,49,Griffin Guinther,Vahn Lackey,In Play Double,89.523,4.433,21.2228,98.4797,15.8494,269.5711,,,,,True,Corn Brayden,0.49,92.94,86.1437,0.8,37.3027,1.3,76.6416,176.878,17.2199
5,50,Griffin Guinther,Carson Kerce,In Play Sacrifice Bunt,88.7504,4.047,20.4777,21.8133,-55.7131,3.6332,17.749,14.6648,17.7033,20.969,True,Guinther Griffin,,98.30,23.3728,0.7,10.7688,1.05,82.9011,76.4187,9.875
5,51,Griffin Guinther,Caleb Daniel,Strike Looking,84.0027,,,,,,,13.1659,15.6876,17.9656,True,Quarless Noah,,,,,,,,,
5,51,Griffin Guinther,Caleb Daniel,Ball,65.4735,,,,,,,14.9043,17.4417,20.3478,True,Quarless Noah,,,,,,,,,
5,51,Griffin Guinther,Caleb Daniel,Ball,77.3719,,,,,,,12.9821,16.3834,19.2451,True,Quarless Noah,,,,,,,,,
5,51,Griffin Guinther,Caleb Daniel,Foul Ball,90.2326,,,,,,,12.9882,15.0059,17.097,False,,,,,,,,,,
